ID do cliente;CPF do cliente;Nome do cliente;Telefone com DDD;Logradouro;UF;Município;ID do produto;Nome do produto;Preço unitário;Quantidade comprada;Valor total pago;Taxa de entrega;Nome do entregador;Data da compra;Data da entrega
4708;498.052.317-04;Rebeca Viana;31 3272 5879;Vale Leandro Alves, 35;CE;Rio de Janeiro;10;Webcam;300;9;2715.1;15.1;Enrico Melo;2025-10-06;2025-10-18
4709;947.285.610-11;Maria Vitória Guerra;+55 84 2521-4541;Vila de da Mata, 996;MG;Juiz de Fora;1;Notebook;3500;10;35038.08;38.08;Clarice Pinto;2025-10-06;2025-10-12
4710;106.932.587-21;Vitor Hugo Casa Grande;21 8261 9687;Ladeira de Moreira, 875;MG;Juiz de Fora;7;Impressora;700;9;6321.01;21.01;Srta. Brenda Cardoso;2025-10-17;2025-10-20
4711;437.829.560-10;Vitória Rodrigues;(041) 9210 1597;Vale da Conceição, 37;RJ;Fortaleza;5;Teclado;150;4;635.85;35.85;Maria Clara da Conceição;2025-09-20;2025-10-08
4712;892.764.350-00;Dr. Rodrigo Peixoto;+55 31 0760-2959;Vereda Martins, 30;RJ;Fortaleza;2;Smartphone;1800;7;12630.2;30.2;Carlos Eduardo Silveira;2025-10-16;2025-10-30
4713;069.537.281-59;Breno Castro;81 9566-7672;Vila de Andrade, 72;CE;Juazeiro do Norte;7;Impressora;700;9;6307.95;7.95;Dr. Pietro Pires;2025-09-01;2025-10-28
4714;624.135.097-80;João Miguel da Paz;(021) 9336-6879;Vila Maria Isis Dias, 73;SP;Santos;3;Fone de Ouvido;250;10;2528.73;28.73;Leonardo Aragão;2025-09-24;2025-10-24
4715;254.608.139-05;Marcos Vinicius Borges;+55 (011) 3182-6366;Núcleo Castro, 136;RJ;Niterói;3;Fone de Ouvido;250;3;791.49;41.49;Ísis da Rocha;2025-09-12;2025-09-23
4716;491.238.560-33;Dr. Lorenzo da Cunha;(041) 1176-9737;Área da Rocha;SP;São Paulo;1;Notebook;3500;4;14044.9;44.9;Maria Brito;2025-09-01;2025-09-09
4717;086.147.329-96;Brenda Rodrigues;21 5835-1397;Morro Brito, 97;MG;Uberlândia;8;HD Externo;400;2;808.84;8.84;Pedro Lucas Teixeira;2025-10-09;2025-10-23
4718;723.451.089-32;Maria Helena Nunes;(031) 6335 2544;Travessa Cavalcanti, 58;CE;Juazeiro do Norte;8;HD Externo;400;6;2447.74;47.74;Isabela Rocha;2025-09-02;2025-09-20
4719;832.674.950-83;Theo Santos;+55 (084) 8970-2356;Trevo de Câmara, 65;RJ;Niterói;3;Fone de Ouvido;250;3;774.5;24.5;Ana Lívia Nunes;2025-09-06;2025-11-02
4720;458.301.926-24;Sra. Beatriz Costa;0300 841 6062;Colônia de Castro;MG;Belo Horizonte;4;Mouse;80;4;352.85;32.85;Maria Clara Aparecida;2025-09-17;2025-09-30
4721;803.472.195-60;Alana Guerra;21 0440-4691;Trecho Borges, 6;MG;Uberlândia;10;Webcam;300;1;343.35;43.35;Francisco Farias;2025-09-07;2025-10-11
4722;479.150.268-01;Noah Pimenta;+55 81 5705-4736;Estrada Caleb Fernandes, 39;SP;São Paulo;10;Webcam;300;5;314.01;14.01;Kevin Cavalcanti;2025-10-13;2025-10-28
4723;698.504.273-29;João Miguel Ribeiro;81 1258 5661;Via Isadora Peixoto, 544;CE;Rio de Janeiro;3;Fone de Ouvido;250;2;536.17;36.17;Gael Henrique Fogaça;2025-10-03;2025-10-28
4724;536.984.712-64;Vinicius Silveira;(071) 1555 6520;Setor da Mata, 98;RJ;Petrópolis;9;Pen Drive;60;4;265.44;25.44;Dra. Ísis Lima;2025-10-24;2025-10-24
4725;380.457.162-07;Dra. Larissa Andrade;21 8761-2443;Avenida Costela, 9;MG;Belo Horizonte;2;Smartphone;1800;8;14421.7;21.7;Rael Sousa;2025-09-21;2025-10-11
4726;351.298.674-91;Yago Siqueira;+55 61 9945 7691;Colônia de Barros, 77;MG;Uberlândia;4;Mouse;80;9;748.23;28.23;Henry Farias;2025-09-02;2025-11-01
4727;803.497.651-20;Maria Eduarda Pacheco;+55 (051) 8473-1344;Ladeira Albuquerque, 78;MG;Belo Horizonte;7;Impressora;700;4;2825.08;25.08;Eduarda Garcia;2025-09-27;2025-10-25
4728;758.096.412-02;Bryan Silveira;+55 (021) 4903 9460;Estação Yuri Albuquerque, 2;RJ;Petrópolis;5;Teclado;150;9;1385.71;35.71;Lucas Gabriel da Mata;2025-10-19;2025-10-26
4729;590.632.741-06;Jade Costa;+55 (051) 6479-9437;Vila Rodrigues, 1;SP;São Paulo;6;Monitor;900;6;5444.39;44.39;Dr. Murilo Vargas;2025-10-19;2025-11-01
4730;274.319.065-52;Apollo da Mota;0500-660-2127;Via de Duarte, 44;RJ;Fortaleza;2;Smartphone;1800;1;1815.95;15.95;Antony Aragão;2025-10-09;2025-10-30
4731;893.256.047-10;Maysa Farias;+55 (071) 7613-3248;Praça Rebeca Azevedo, 10;CE;Rio de Janeiro;3;Fone de Ouvido;250;10;2511.5;11.5;Lara Ribeiro;2025-09-01;2025-09-28
4732;634.809.715-39;Sra. Alice Mendonça;31 6228-3076;Quadra Fonseca, 3;CE;Juazeiro do Norte;3;Fone de Ouvido;250;1;286.82;36.82;Rodrigo Guerra;2025-09-03;2025-09-24
4733;854.109.762-58;Bento da Luz;+55 11 9557-1201;Condomínio Souza;CE;Juazeiro do Norte;3;Fone de Ouvido;250;6;1524.11;24.11;Joana Montenegro;2025-09-12;2025-09-24
4734;906.543.821-15;Gael Henrique Campos;61 1106-5686;Núcleo Câmara, 35;SP;Campinas;5;Teclado;150;1;167.63;17.63;Dr. Francisco Peixoto;2025-08-30;2025-10-11
4735;361.758.904-93;Bryan Costela;(051) 2954-1608;Distrito Anthony da Paz, 1;RJ;Fortaleza;10;Webcam;300;3;913.14;13.14;Natália Nunes;2025-10-11;2025-10-14
4736;586.270.391-86;Ana Luiza da Mota;61 5586-6929;Estrada Moraes, 39;CE;Rio de Janeiro;6;Monitor;900;7;6333.26;33.26;João Guilherme Rios;2025-09-12;2025-10-08
4737;530.487.962-74;Maria Alice Pimenta;+55 51 7653 2939;Alameda Câmara, 11;RJ;Niterói;10;Webcam;300;7;2112.98;12.98;Ísis Nascimento;2025-09-01;2025-09-01
4738;901.358.246-05;Dr. Pedro Miguel Martins;71 1060-4266;Campo Maria Alice Azevedo, 134;CE;Rio de Janeiro;4;Mouse;80;9;765.15;45.15;Erick Ramos;2025-10-20;2025-10-31
4739;923.681.570-77;Enrico da Cunha;+55 81 8387-6164;Alameda Enzo Dias, 389;SP;São Paulo;3;Fone de Ouvido;250;4;1043.01;43.01;Sr. Antony Moraes;2025-10-08;2025-10-26
4740;274.309.156-80;Rebeca das Neves;(021) 1310-0977;Avenida Marcela Melo, 15;MG;Juiz de Fora;6;Monitor;900;5;4522.88;22.88;Yago Pires;2025-09-08;2025-09-11
4741;910.278.463-78;Larissa Rezende;31 4517-7240;Praça Melina Jesus, 91;MG;Uberlândia;10;Webcam;300;8;2440.07;40.07;Alana Freitas;2025-10-24;2025-10-26
4742;576.410.389-48;Sr. Theo Dias;+55 31 1426-5276;Chácara Freitas, 1;RJ;Niterói;10;Webcam;300;9;2720.85;20.85;Maria Laura Moraes;2025-09-12;2025-10-24
4743;671.835.249-73;Caio Jesus;(084) 3261 3905;Praça Joana Ferreira, 10;CE;Rio de Janeiro;1;Notebook;3500;9;31500.0;34.46;Maria Laura Brito;2025-08-31;2025-11-01
4744;920.138.645-15;Brenda Martins;0500 371 5125;Vila Araújo, 80;RJ;Petrópolis;7;Impressora;700;4;2826.97;26.97;Raul da Mota;2025-10-24;2025-10-24
4745;709.516.843-10;Yago da Cruz;11 9499 7294;Lago Alves, 735;CE;Caucaia;10;Webcam;300;6;1809.82;9.82;Yasmin Sousa;2025-09-03;2025-10-16
4746;207.638.149-03;Maria Clara Costela;+55 61 8726-6048;Praça de Silveira, 2;RJ;Niterói;4;Mouse;80;1;101.85;21.85;Anna Liz Albuquerque;2025-09-11;2025-09-14
4747;953.874.012-23;Olívia Novaes;84 2021-0446;Condomínio João Lucas Guerra, 55;SP;Santos;5;Teclado;150;3;469.91;19.91;Joaquim Gomes;2025-09-03;2025-10-26
4748;406.518.379-01;Thales Alves;0500-886-5863;Ladeira Luara Vieira, 36;MG;Juiz de Fora;5;Teclado;150;5;161.0;11.0;Cecília Albuquerque;2025-09-14;2025-09-16
4749;286.514.790-85;Diogo Ferreira;+55 11 3117-9654;Avenida Aurora Siqueira, 16;MG;Belo Horizonte;1;Notebook;3500;9;31548.99;48.99;Pietro da Cruz;2025-09-04;2025-09-20
4750;097.512.364-52;Emanuelly Moraes;21 9156 5973;Viela de Guerra;RJ;Petrópolis;3;Fone de Ouvido;250;8;2044.73;44.73;Maya da Costa;2025-10-24;2025-10-30
4751;295.608.341-42;Natália Cirino;(081) 9783-3447;Distrito Nathan Pires, 7;SP;Santos;8;HD Externo;400;8;3218.11;18.11;Dr. Paulo Peixoto;2025-10-14;2025-10-15
4752;256.390.187-12;Nathan Cardoso;41 5707-8524;Setor Ribeiro, 6;CE;Caucaia;8;HD Externo;400;8;441.01;41.01;Luiz Otávio Leão;2025-09-05;2025-09-08
4753;025.498.631-51;Bento Barros;+55 (041) 1695-6735;Rodovia Maitê Vargas;CE;Rio de Janeiro;5;Teclado;150;7;1058.13;8.13;Benjamin da Conceição;2025-09-28;2025-10-27
4754;729.641.580-02;Srta. Ana Lívia Pimenta;(081) 6662-9417;Conjunto de Cavalcante, 330;RJ;Niterói;4;Mouse;80;10;837.12;37.12;Luiz Fernando Lopes;2025-09-11;2025-10-05
4755;362.894.017-69;João Albuquerque;0500 779 4911;Estação de Andrade, 46;RJ;Niterói;1;Notebook;3500;5;17549.06;49.06;Rhavi Duarte;2025-09-01;2025-09-30
4756;192.760.843-04;Maria Eduarda Lima;(041) 0050 7020;Largo Casa Grande, 43;MG;Juiz de Fora;4;Mouse;80;5;437.21;37.21;Eloah Mendes;2025-09-08;2025-10-04
4757;416.879.032-04;Kamilly Nogueira;0300-150-2191;Alameda de Farias, 260;RJ;Petrópolis;3;Fone de Ouvido;250;3;775.24;25.24;Marcela Pastor;2025-10-09;2025-10-17
4758;643.827.059-83;Brenda Rios;(031) 3307-2067;Quadra de Vieira;CE;Caucaia;7;Impressora;700;4;2825.81;25.81;Dr. Benício Cassiano;2025-10-10;2025-10-31
4759;034.859.617-01;Luiz Gustavo Pereira;11 5872 0113;Conjunto Ana Júlia da Paz;MG;Juiz de Fora;6;Monitor;900;8;7223.17;23.17;Rafael Rodrigues;2025-10-22;2025-10-25
4760;826.514.093-24;Luiza Farias;71 4614 7558;Trevo Zoe da Conceição, 378;CE;Caucaia;6;Monitor;900;3;2719.94;19.94;Ana Julia Moreira;2025-10-06;2025-10-14
4761;850.741.329-32;Henrique Aragão;61 1615 2366;Fazenda Luana Carvalho, 994;SP;Santos;6;Monitor;900;1;943.31;43.31;Benjamim Rezende;2025-10-06;2025-10-27
4762;340.165.897-20;Luísa da Mota;51 1257 9533;Residencial Albuquerque, 565;MG;Belo Horizonte;9;Pen Drive;60;4;274.11;34.11;Lucca Costa;2025-08-31;2025-09-10
4763;215.364.798-37;Sr. Cauã Cassiano;+55 51 1391 5987;Morro Ramos, 1;RJ;Petrópolis;7;Impressora;700;3;2126.84;26.84;Dra. Ana Beatriz das Neves;2025-09-14;2025-10-02
4764;725.908.136-86;Luiz Gustavo Viana;0800-726-8041;Chácara Marques;RJ;Fortaleza;3;Fone de Ouvido;250;2;508.81;8.81;Sr. Daniel Gonçalves;2025-10-15;2025-10-15
4765;058.936.471-57;Davi Lucca Vargas;51 2586 2890;Vila de Aragão, 37;MG;Belo Horizonte;6;Monitor;900;7;6315.02;15.02;Léo Lima;2025-10-25;2025-10-26
4766;871.309.426-22;Ana Luiza Costa;0900-448-5781;Praia Yago Mendonça, 33;RJ;Niterói;9;Pen Drive;60;8;516.98;36.98;Maria Julia Pimenta;2025-09-24;2025-09-27
4767;701.469.532-07;Giovanna Pastor;+55 31 9264-9859;Feira Gonçalves;SP;São Paulo;7;Impressora;700;6;4213.93;13.93;Jade Silveira;2025-09-29;2025-10-02
4768;438.256.109-42;Arthur Miguel Borges;+55 41 6190-6573;Quadra Alves, 67;MG;Belo Horizonte;7;Impressora;700;1;744.83;44.83;Sr. Enzo Gabriel Vasconcelos;2025-09-30;2025-10-27
4769;837.412.065-71;Brenda da Rosa;+55 (021) 6483 8268;Alameda Larissa Gomes;RJ;Niterói;8;HD Externo;400;10;4049.93;49.93;Eloá Fernandes;2025-10-05;2025-10-11
4770;259.870.634-00;Benjamin da Conceição;+55 31 2953 1496;Largo Rafael Pastor, 93;CE;Rio de Janeiro;5;Teclado;150;10;1524.4;24.4;Mateus Albuquerque;2025-09-20;2025-10-15
4771;167.294.835-55;Samuel Silveira;0300-459-9342;Loteamento Thales Caldeira, 41;SP;São Paulo;2;Smartphone;1800;2;3632.78;32.78;Mariah Carvalho;2025-10-02;2025-10-24
4772;618.745.302-62;Matteo Silveira;+55 (021) 1881 9397;Condomínio Azevedo, 40;SP;São Paulo;7;Impressora;700;5;3523.64;23.64;Henrique Araújo;2025-09-21;2025-11-02
4773;690.183.427-69;Yago Pinto;0900-895-1303;Recanto Maria Liz Macedo, 220;CE;Juazeiro do Norte;1;Notebook;3500;1;3543.65;43.65;Manuela Abreu;2025-10-16;2025-10-25
4774;283.057.961-59;Sr. Pedro Lucas Fogaça;84 7084-5196;Campo Vargas;CE;Caucaia;2;Smartphone;1800;5;1823.26;23.26;Raul Cirino;2025-10-27;2025-11-02
4775;902.371.568-30;Dra. Maria Ramos;41 1078 9531;Núcleo Melissa Rodrigues, 38;RJ;Fortaleza;7;Impressora;700;4;2841.64;41.64;Laura Lima;2025-09-10;2025-10-15
4776;549.236.081-70;Dr. José Miguel Rocha;+55 21 5909 1199;Vereda de Carvalho, 7;RJ;Niterói;9;Pen Drive;60;3;224.21;44.21;Yuri Albuquerque;2025-09-23;2025-10-04
4777;890.571.263-03;Juan Porto;+55 71 7370 9123;Vereda Pedro Fonseca, 437;RJ;Petrópolis;7;Impressora;700;7;4937.71;37.71;Luiz Gustavo Pires;2025-09-20;2025-10-07
4778;467.853.290-00;Guilherme Caldeira;+55 21 9151-0379;Setor de Porto, 39;SP;Campinas;8;HD Externo;400;4;1647.17;47.17;Guilherme Martins;2025-09-13;2025-09-25
4779;831.942.650-24;Maria Clara Nascimento;(081) 0154-5841;Feira Luiza Silva, 84;RJ;Petrópolis;8;HD Externo;400;5;2011.97;11.97;Miguel Fernandes;2025-10-27;2025-11-02
4780;162.057.489-67;Anthony Fonseca;51 8019 0138;Aeroporto Albuquerque, 25;CE;Caucaia;6;Monitor;900;5;4530.48;30.48;Srta. Laura Monteiro;2025-10-05;2025-10-26
4781;;;11 1091-2361;Ladeira Abreu, 26;CE;Rio de Janeiro;1;Notebook;3500;4;14034.13;34.13;Mariana Vieira;2025-09-05;2025-10-29
4782;821.956.073-86;Maria Clara da Mota;31 4163 2324;Lago Vitória Ramos, 645;CE;Caucaia;2;Smartphone;1800;8;14448.89;48.89;Ayla Marques;2025-10-09;2025-10-24
4783;376.184.950-84;Yuri Alves;+55 11 9656 1155;Conjunto Azevedo, 71;SP;São Paulo;4;Mouse;80;9;731.53;11.53;Sra. Carolina Sousa;2025-09-19;2025-10-14
4784;387.425.961-73;Valentina Sampaio;+55 (011) 7753 3211;Chácara Ana Lívia da Mota, 4;RJ;Petrópolis;3;Fone de Ouvido;250;6;1527.67;27.67;Asafe Nogueira;2025-09-11;2025-09-18
4785;352.490.718-05;Bernardo Ramos;+55 41 6089 7095;Vale Cirino, 557;MG;Uberlândia;6;Monitor;900;2;1823.94;23.94;Ana Carolina Moreira;2025-08-31;2025-10-16
4786;146.297.053-25;Luiz Fernando Novaes;+55 (051) 1000 1531;Sítio Ravi Lucca da Luz, 1;CE;Caucaia;8;HD Externo;400;7;2849.1;49.1;Diego Moraes;2025-09-07;2025-10-27
4787;216.548.937-73;Sra. Olívia Sá;71 0242 8230;Lago Rodrigues, 56;RJ;Fortaleza;1;Notebook;3500;2;7034.53;34.53;Enrico Garcia;2025-10-22;2025-10-24
4788;391.704.852-32;Nina Sousa;71 0517-2560;Trecho Fonseca, 26;MG;Belo Horizonte;10;Webcam;300;7;2149.79;49.79;Srta. Clara Peixoto;2025-09-10;2025-09-17
4789;597.140.382-60;Maria Cecília Cunha;0900-815-1689;Recanto de Vasconcelos, 96;MG;Belo Horizonte;7;Impressora;700;9;6346.12;46.12;Srta. Lorena Rocha;2025-10-03;2025-10-31
4790;038.792.415-97;Carlos Eduardo Guerra;81 7528-6652;Ladeira Pires, 33;MG;Belo Horizonte;1;Notebook;3500;9;31547.51;47.51;Zoe Barros;2025-09-20;2025-10-19
4791;298.317.045-41;Dra. Olívia Novaes;+55 71 8609-5444;Núcleo Ester Fernandes, 80;CE;Caucaia;8;HD Externo;400;9;3643.99;43.99;Sr. Ravi Lucca Viana;2025-09-25;2025-10-26
4792;801.459.673-01;Bárbara da Cunha;+55 84 5114-0483;Residencial Rael Novais, 67;MG;Belo Horizonte;10;Webcam;300;4;1213.94;13.94;Bárbara Gomes;2025-09-07;2025-09-22
4793;681.259.430-05;Enzo Fonseca;+55 (051) 0552 7670;Passarela Miguel Pacheco;SP;Santos;8;HD Externo;400;9;3637.94;37.94;Dra. Aurora Farias;2025-10-11;2025-10-11
4794;485.917.236-19;Maria Alice Monteiro;(081) 6570 6429;Estação de Andrade, 3;MG;Belo Horizonte;6;Monitor;900;1;941.42;41.42;Henrique da Cruz;2025-10-13;2025-10-18
4795;690.824.537-38;Sarah Silva;+55 (071) 4805 1066;Avenida Nunes, 2;SP;Santos;2;Smartphone;1800;5;9005.94;5.94;Isabella Correia;2025-10-08;2025-10-22
4796;805.674.132-17;Yasmin Borges;+55 41 1508-3633;Vale Bianca Sá, 367;RJ;Niterói;1;Notebook;3500;6;21012.36;12.36;Benjamin Rezende;2025-09-03;2025-09-28
4797;564.183.709-10;Ravy da Conceição;+55 71 4804-9877;Vale de Fogaça, 62;MG;Juiz de Fora;10;Webcam;300;6;1833.4;33.4;Yuri Marques;2025-09-29;2025-10-04
4798;648.905.327-65;Luana da Rocha;(061) 5023-3090;Recanto Hellena Aragão, 79;SP;Campinas;10;Webcam;300;6;1812.95;12.95;Sofia da Mota;2025-09-05;2025-10-31
4799;736.528.410-26;Thales Machado;+55 41 2058-1570;Área Murilo Mendonça, 7;SP;Santos;3;Fone de Ouvido;250;10;2526.12;26.12;Fernando da Luz;2025-09-13;2025-10-14
4800;493.812.570-60;Fernando Garcia;81 9337-8913;Área Henry Casa Grande, 12;CE;Juazeiro do Norte;5;Teclado;150;3;479.13;29.13;Isadora Rezende;2025-09-27;2025-09-30
4801;483.506.927-74;Laís Brito;(051) 9251-3069;Morro Danilo Pimenta, 78;SP;Campinas;3;Fone de Ouvido;250;3;767.2;17.2;Alana Alves;2025-10-17;2025-10-18
4802;127.064.983-31;Carlos Eduardo Porto;21 8724 5730;Chácara Maria Júlia das Neves, 14;CE;Rio de Janeiro;6;Monitor;900;6;5428.01;28.01;Beatriz Gonçalves;2025-10-15;2025-10-28
4803;402.198.657-01;Ana Clara Porto;31 2664 7629;Loteamento Abreu, 95;SP;São Paulo;9;Pen Drive;60;8;507.63;27.63;Sra. Mariah Nunes;2025-10-20;2025-10-22
4804;039.461.287-69;Yan Rezende;11 2587-8266;Largo Luiz Fernando da Conceição, 65;RJ;Niterói;2;Smartphone;1800;2;3637.03;37.03;Ravi Lucca da Cunha;2025-10-14;2025-10-19
4805;074.928.615-67;Cecilia Fernandes;+55 71 9991 3867;Via Henrique Lima, 93;RJ;Petrópolis;3;Fone de Ouvido;250;6;1516.56;16.56;Thiago Farias;2025-10-04;2025-10-31
4806;415.238.769-64;Vicente Aragão;+55 31 8607 1385;Conjunto de Almeida, 87;SP;Campinas;6;Monitor;900;5;4506.16;6.16;Enrico Oliveira;2025-09-26;2025-10-22
4807;762.195.430-25;Ísis Farias;(021) 4191-3392;Esplanada Isabela Nascimento, 50;MG;Belo Horizonte;10;Webcam;300;3;913.13;13.13;Ian Silveira;2025-10-05;2025-10-20
4808;914.827.056-30;Lucas Gabriel Sampaio;+55 71 5658 4388;Campo Anthony Gabriel Fonseca, 14;CE;Rio de Janeiro;4;Mouse;80;8;655.17;15.17;Nicole Siqueira;2025-10-21;2025-10-30
4809;450.137.682-17;Cecília Cassiano;(081) 9263 4971;Vila Diogo Costa, 25;SP;Campinas;6;Monitor;900;2;1810.86;10.86;Agatha Mendonça;2025-09-23;2025-10-26
4810;760.981.253-68;Pedro Jesus;+55 71 9798-6492;Largo Larissa da Paz, 16;MG;Juiz de Fora;10;Webcam;300;9;2706.08;6.08;Bernardo Dias;2025-10-23;2025-10-28
4811;596.708.324-38;Maria Luiza Pinto;0300 695 7829;Estrada Câmara, 29;RJ;Fortaleza;2;Smartphone;1800;7;12641.78;41.78;Zoe Duarte;2025-09-10;2025-10-09
4812;802.976.351-40;Yasmin Câmara;(041) 6367-2353;Distrito Dom Silveira;RJ;Niterói;1;Notebook;3500;6;21043.42;43.42;Isabela Barbosa;2025-09-03;2025-09-30
4813;013.495.678-84;Cecília Silveira;+55 61 8460-2382;Esplanada João Felipe da Conceição, 78;MG;Uberlândia;10;Webcam;300;1;344.8;44.8;Alexia Rios;2025-10-06;2025-10-07
4814;598.271.364-37;Maya Peixoto;0500 305 6882;Praça Vieira, 208;RJ;Fortaleza;1;Notebook;3500;6;21000.0;10.26;Laura Garcia;2025-10-11;2025-10-30
4815;109.356.728-77;Rhavi Correia;(061) 3674-3665;Conjunto Freitas;SP;Campinas;10;Webcam;300;1;344.88;44.88;Nathan Leão;2025-09-30;2025-10-09
4816;573.926.408-10;Miguel Mendes;+55 71 7018 3666;Vereda Breno Rodrigues, 468;MG;Belo Horizonte;4;Mouse;80;1;85.12;5.12;Dra. Ana Julia Viana;2025-09-04;2025-10-13
4817;063.491.852-42;Jade Rodrigues;+55 (081) 5394-8246;Praia Maya Cardoso, 89;SP;Santos;2;Smartphone;1800;7;12622.85;22.85;Júlia Campos;2025-10-01;2025-10-25
4818;254.179.308-14;Davi Lucca Pimenta;(061) 1280-9455;Estação Thales Fonseca;CE;Juazeiro do Norte;1;Notebook;3500;1;3507.9;7.9;Ryan Sales;2025-10-19;2025-10-28
4819;452.718.639-64;Dra. Isadora Siqueira;0900 847 4382;Morro Luigi Ferreira, 8;MG;Uberlândia;9;Pen Drive;60;8;509.4;29.4;Lorenzo Pastor;2025-09-27;2025-10-27
4820;891.576.042-58;Raul da Costa;84 1195 6915;Travessa de Duarte, 518;CE;Rio de Janeiro;8;HD Externo;400;8;428.78;28.78;Alice Vasconcelos;2025-09-28;2025-10-03
4821;704.259.638-29;Maria Sophia Vargas;+55 31 6043-0475;Rodovia Rezende, 590;MG;Belo Horizonte;4;Mouse;80;10;837.85;37.85;Dra. Maria Laura Lima;2025-10-11;2025-10-22
4822;796.801.542-11;Dr. Davi Lucca da Costa;(084) 7793-7614;Rodovia Leandro Sá, 63;RJ;Petrópolis;10;Webcam;300;8;2406.4;6.4;João Lucas Carvalho;2025-09-15;2025-10-29
4823;483.520.916-89;João Lucas Pacheco;(081) 2934 9765;Área Davi Luiz da Mota, 4;RJ;Fortaleza;6;Monitor;900;1;927.28;27.28;Anthony Gabriel Araújo;2025-10-06;2025-10-18
4824;826.397.015-68;Srta. Ana Laura Lopes;+55 (041) 8574-7595;Ladeira Costela, 35;MG;Uberlândia;1;Notebook;3500;8;28033.87;33.87;Ana Liz Cardoso;2025-09-10;2025-09-20
4825;523.671.480-07;Rafaela Freitas;+55 21 5462-0331;Aeroporto de Vargas, 7;MG;Belo Horizonte;5;Teclado;150;9;1396.83;46.83;Marina Pastor;2025-10-14;2025-10-25
4826;764.938.025-47;Srta. Maria Campos;+55 (011) 5632 5429;Loteamento Pacheco, 65;CE;Rio de Janeiro;9;Pen Drive;60;6;370.15;10.15;Gael Barros;2025-08-30;2025-10-28
4827;845.317.609-48;Asafe Viana;84 6612-1209;Pátio Pedro Cassiano, 50;CE;Rio de Janeiro;4;Mouse;80;7;578.92;18.92;Dra. Laís Aparecida;2025-10-26;2025-10-30
4828;798.235.061-59;Henry Gabriel Souza;+55 71 6818 3266;Morro de Ramos, 56;RJ;Niterói;9;Pen Drive;60;4;91.47;31.47;Melissa Andrade;2025-09-06;2025-10-15
4829;653.718.024-44;Dr. Gael Henrique Nunes;(011) 5429 8658;Quadra Gabrielly Montenegro, 89;SP;São Paulo;6;Monitor;900;4;3646.25;46.25;Nathan Vargas;2025-09-18;2025-10-20
4830;658.740.291-76;Heitor Castro;(031) 3853 5005;Trevo Isabela Sá, 24;MG;Juiz de Fora;2;Smartphone;1800;8;14446.53;46.53;Larissa Lima;2025-09-01;2025-10-14
4831;693.801.257-12;Dr. Oliver Campos;0500 410 1478;Estação Nascimento, 911;CE;Rio de Janeiro;8;HD Externo;400;8;3249.03;49.03;Otávio Silveira;2025-09-12;2025-09-22
4832;638.972.015-77;Heloisa Garcia;(031) 9181-1001;Loteamento de Silva, 948;CE;Juazeiro do Norte;5;Teclado;150;1;158.67;8.67;Ryan Marques;2025-10-15;2025-11-01
4833;260.349.851-70;Vitor Rocha;+55 21 5463 2932;Rua Sabrina da Luz, 16;RJ;Petrópolis;3;Fone de Ouvido;250;3;763.79;13.79;Zoe Silva;2025-10-14;2025-10-27
4834;374.628.951-37;Sofia da Cruz;+55 51 3682 8501;Largo Sales;SP;Santos;9;Pen Drive;60;8;517.76;37.76;João Guilherme Melo;2025-09-15;2025-09-27
4835;819.347.526-73;Otto Castro;+55 31 9335 9617;Estrada Julia Costela;CE;Rio de Janeiro;10;Webcam;300;4;1237.65;37.65;Dra. Sophie da Mata;2025-10-02;2025-10-13
4836;210.957.368-68;Enzo Gabriel Almeida;71 7004 0052;Praia de Andrade, 97;CE;Juazeiro do Norte;3;Fone de Ouvido;250;2;538.64;38.64;Dr. Liam Vieira;2025-09-10;2025-09-24
4837;790.253.864-74;Maria Vitória Souza;81 9209-7304;Jardim Maria Cecília da Rocha, 18;MG;Belo Horizonte;6;Monitor;900;9;8143.78;43.78;Gabriela da Cruz;2025-09-17;2025-10-20
4838;379.182.564-09;Fernando Aparecida;+55 (071) 3209 4467;Morro de Araújo, 3;RJ;Petrópolis;10;Webcam;300;9;2727.32;27.32;Sophie Andrade;2025-09-11;2025-10-24
4839;541.327.986-82;Pedro Abreu;+55 21 3583 6306;Jardim Barbosa, 10;SP;Campinas;8;HD Externo;400;9;3625.84;25.84;Kaique Barbosa;2025-09-12;2025-10-29
4840;561.048.739-01;Ana Lívia Ribeiro;+55 (021) 6273-0166;Feira Pietra Ribeiro, 62;SP;Campinas;2;Smartphone;1800;9;16249.06;49.06;Dra. Giovanna Alves;2025-09-20;2025-10-04
4841;840.629.571-67;Esther Melo;+55 51 1760 3648;Condomínio Caldeira, 103;SP;Santos;4;Mouse;80;3;246.71;6.71;Sr. Eduardo Cunha;2025-10-03;2025-10-24
4842;235.780.169-77;Eduarda Freitas;(071) 9189 8539;Fazenda Cunha, 27;SP;Campinas;7;Impressora;700;8;5647.49;47.49;Joana Costela;2025-10-08;2025-10-16
4843;137.905.486-93;Vinícius Rocha;+55 84 8642-0290;Estação Davi Lucas Vasconcelos, 94;MG;Juiz de Fora;9;Pen Drive;60;7;440.11;20.11;Luiz Miguel Almeida;2025-09-16;2025-10-24
4844;654.213.079-99;Rodrigo da Cruz;+55 (081) 3100-2578;Lagoa João Vitor da Rocha;SP;Santos;8;HD Externo;400;3;1211.62;11.62;Mariane Cunha;2025-09-09;2025-10-19
